food_id|attribute|value1|value2
C43|english_name|Soybean paste (Tau-jieo), white|
C43|scientific_name|Glycine max|
C43|base_weight|Per 100 g|
C43|Total energy - by calculation|107|kcal
C43|Moisture|58.0|g
C43|Protein, total|10.73|g
C43|Fat, total|3.66|g
C43|Carbohydrate, total|7.77|g
C43|Ash|19.86|g
C43|Calcium|83|mg
C43|Phosphorus|152|mg
C43|Sodium|2,575|mg
C43|Potassium|274|mg
C43|Iron|3.85|mg
C43|Thiamin|0.04|mg
C43|Riboflavin|0.12|mg
C43|Niacin|1.29|mg
C43|Fatty acids, total saturated|0.53|g
C43|Fatty acids, total monounsaturated|0.68|g
C43|Fatty acids, total polyunsaturated|2.18|g
C43|Fatty acids, total omega-3 polyunsaturated|0.23|g
C43|Fatty acids, total omega-6 polyunsaturated|1.95|g
C44|thai_name|เต้าเจี้ยวดำ|
C44|english_name|Soybean paste (Tau-jieo), black|
C44|scientific_name|Glycine max|
C44|base_weight|Per 100 g|
C44|Total energy - by calculation|88|kcal
C44|Moisture|60.8|g
C44|Protein, total|8.17|g
C44|Fat, total|3.37|g
C44|Carbohydrate, total|6.36|g
C44|Ash|21.26|g
C44|Calcium|108|mg
C44|Phosphorus|81|mg
C44|Iron|6.84|mg
C45|thai_name|เต้าหู้, แห้ง|
C45|english_name|Soybean curd (tofu), dried|
C45|scientific_name|Glycine max|
C45|base_weight|Per 100 g|
C45|Total energy - by calculation|512|kcal
C45|Moisture|6.6|g
C45|Protein, total|53.85|g
C45|Fat, total|30.30|g
C45|Carbohydrate, total|6.04|g
C45|Ash|3.21|g
C45|Calcium|159|mg
C45|Sodium|92|mg
C45|Potassium|430|mg
C45|Iron|5.70|mg
C45|Thiamin|0.18|mg
C45|Riboflavin|0.09|mg
C45|Niacin|2.43|mg
C48|thai_name|เต้าหู้ขาว, ชนิดแข็ง|
C48|english_name|Soybean curd (tofu), white, hard|
C48|scientific_name|Glycine max|
C48|base_weight|Per 100 g|
C48|Energy, by calculation|126|kcal
C48|Moisture|75.4|g
C48|Protein, total|12.89|g
C48|Fat, total|7.19|g
C48|Dietary fibre|4.8|g
C48|Ash|1.26|g
C48|Calcium|55|mg
C48|Phosphorus|170|mg
C48|Magnesium|115|mg
C48|Sodium|70|mg
C48|Potassium|161|mg
C48|Iron|1.90|mg
C48|Copper|0.44|mg
C48|Zinc|1.39|mg
C48|Thiamin|0.05|mg
C48|Riboflavin|0.02|mg
C48|Niacin|0.18|mg
C49|thai_name|เต้าหู้ขาว, ชนิดแข็ง, ชนิดแคลเซียมสูง|
C49|english_name|Soybean curd (tofu), white, hard, high calcium|
C49|scientific_name|Glycine max|
C49|base_weight|Per 100 g|
C49|Total energy - by calculation|103|kcal
C49|Moisture|79.2|g
C49|Protein, total|10.86|g
C49|Fat, total|5.71|g
C49|Carbohydrate, total|2.10|g
C49|Ash|2.13|g
C49|Calcium|202|mg
C49|Phosphorus|453|mg
C49|Sodium|67|mg
C49|Potassium|164|mg
C49|Iron|2.70|mg
C49|Thiamin|0.07|mg
C49|Riboflavin|0.19|mg
C49|Niacin|1.93|mg
C46|thai_name|เต้าหู้ขาว, ชนิดแข็ง, บรรจุกล่อง|
C46|english_name|Soybean curd (tofu), white, firm-type, packed in a box|
C46|scientific_name|Glycine max|
C46|base_weight|Per 100 g|
C46|Energy, by calculation|61|kcal
C46|Moisture|87.3|g
C46|Protein, total|6.99|g
C46|Fat, total|2.96|g
C46|Carbohydrate, available|1.11|g
C46|Dietary fibre|0.9|g
C46|Ash|0.71|g
C46|Calcium|41|mg
C46|Sodium|37|mg
C46|Iron|1.00|mg
C46|Sugars, total|0.42|g
C50|thai_name|เต้าหู้ขาว, ชนิดอ่อน, จากท้องตลาด|
C50|english_name|Soybean curd (tofu), white, soft|
C50|scientific_name|Glycine max|
C50|base_weight|Per 100 g|
C50|Energy, by calculation|63|kcal
C50|Moisture|86.6|g
C50|Protein, total|6.25|g
C50|Fat, total|3.61|g
C50|Carbohydrate, available|0.15|g
C50|Dietary fibre|2.5|g
C50|Ash|0.90|g
C50|Calcium|28|mg
C50|Phosphorus|67|mg
C50|Magnesium|31|mg
C50|Sodium|22|mg
C50|Potassium|172|mg
C50|Iron|1.08|mg
C50|Zinc|0.82|mg
C50|Thiamin|0.06|mg
C50|Riboflavin|0.02|mg
C50|Niacin|0.45|mg
C47|thai_name|เต้าหู้ขาว, ชนิดอ่อน, บรรจุกล่อง|
C47|english_name|Soybean curd (tofu), white, soft-type, packed in a box|
C47|scientific_name|Glycine max|
C47|base_weight|Per 100 g|
C47|Energy, by calculation|59|kcal
C47|Moisture|88.0|g
C47|Protein, total|6.36|g
C47|Fat, total|3.06|g
C47|Carbohydrate, available|1.13|g
C47|Dietary fibre|0.8|g
C47|Ash|0.66|g
C47|Calcium|38|mg
C47|Sodium|29|mg
C47|Iron|0.85|mg
C47|Sugars, total|0.32|g
C51|thai_name|เต้าหู้ขาว, ชนิดอ่อน, บรรจุแบบหลอด|
C51|english_name|Soybean curd (tofu), white, soft, packed in a pouch|
C51|scientific_name|Glycine max|
C51|base_weight|Per 100 g|
C51|Energy, by calculation|57|kcal
C51|Moisture|88.4|g
C51|Protein, total|5.13|g
C51|Fat, total|3.11|g
C51|Carbohydrate, available|1.29|g
C51|Dietary fibre|1.5|g
C51|Ash|0.60|g
C51|Calcium|31|mg
C51|Phosphorus|62|mg
C51|Magnesium|28|mg
C51|Sodium|23|mg
C51|Potassium|174|mg
C51|Iron|1.17|mg
C51|Zinc|0.80|mg
C51|Thiamin|0.05|mg
C51|Riboflavin|0.01|mg
C51|Niacin|0.84|mg
C53|thai_name|เต้าหู้พวง, ทอด|
C53|english_name|Soybean curd (tofu), cube, dried, deep-fried|
C53|scientific_name|Glycine max|
C53|base_weight|Per 100 g|
C53|Energy, by calculation|425|kcal
C53|Moisture|30.5|g
C53|Protein, total|25.23|g
C53|Fat, total|31.96|g
C53|Carbohydrate, available|7.76|g
C53|Dietary fibre|2.5|g
C53|Ash|2.00|g
C53|Calcium|131|mg
C53|Phosphorus|441|mg
C53|Magnesium|226|mg
C53|Sodium|121|mg
C53|Potassium|194|mg
C53|Iron|6.75|mg
C53|Zinc|2.30|mg
C53|Thiamin|0.04|mg
C53|Riboflavin|0.04|mg
C53|Niacin|1.57|mg
C53|Fatty acids, total saturated|9.68|g
C53|Fatty acids, total monounsaturated|10.19|g
C53|Fatty acids, total polyunsaturated|9.78|g
C53|Fatty acids, total omega-3 polyunsaturated|1.01|g
C53|Fatty acids, total omega-6 polyunsaturated|8.78|g
C58|thai_name|เต้าหู้ยี้|
C58|english_name|Soybean cheese, fermented tofu|
C58|scientific_name|Glycine max|
C58|base_weight|Per 100 g|
C58|Total energy - by calculation|129|kcal
C58|Moisture|57.3|g
C58|Protein, total|11.21|g
C58|Fat, total|5.29|g
C58|Carbohydrate, total|9.23|g
C58|Ash|17.01|g
C58|Calcium|89|mg
C58|Phosphorus|137|mg
C58|Sodium|3,701|mg
C58|Potassium|260|mg
C58|Iron|4.67|mg
C58|Zinc|1.10|mg
C58|Thiamin|0.03|mg
C58|Riboflavin|0.14|mg
C58|Niacin|1.22|mg
C55|thai_name|เต้าหู้เหลือง, แข็ง|
C55|english_name|Soybean curd (tofu), yellow, hard|
C55|scientific_name|Glycine max|
C55|base_weight|Per 100 g|
C55|Total energy - by calculation|120|kcal
C55|Moisture|74.8|g
C55|Protein, total|12.16|g
C55|Fat, total|6.20|g
C55|Carbohydrate, total|3.97|g
C55|Ash|2.86|g
C55|Calcium|124|mg
C55|Phosphorus|190|mg
C55|Sodium|969|mg
C55|Potassium|278|mg
C55|Iron|2.56|mg
C55|Zinc|1.10|mg
C55|Thiamin|0.05|mg
C55|Riboflavin|0.04|mg
C55|Niacin|0.76|mg
C56|thai_name|เต้าหู้เหลือง, แห้ง, ดิบ|
C56|english_name|Soybean curd (tofu), yellow, dried|
C56|scientific_name|Glycine max|
C56|base_weight|Per 100 g|
C56|Total energy - by calculation|468|kcal
C56|Moisture|7.1|g
C56|Protein, total|50.67|g
C56|Fat, total|26.01|g
C56|Carbohydrate, total|7.70|g
C56|Ash|8.52|g
C56|Calcium|285|mg
C56|Phosphorus|757|mg
C56|Sodium|8|mg
C56|Potassium|261|mg
C56|Iron|11.40|mg
C56|Thiamin|0.10|mg
C56|Riboflavin|0.07|mg
C56|Niacin|1.82|mg
C57|thai_name|เต้าหู้เหลือง, แห้ง, ทอด|
C57|english_name|Soybean curd (tofu), yellow, dried, deep-fried|
C57|scientific_name|Glycine max|
C57|base_weight|Per 100 g|
C57|Total energy - by calculation|613|kcal
C57|Moisture|1.5|g
C57|Protein, total|34.05|g
C57|Fat, total|51.53|g
C57|Carbohydrate, total|3.30|g
C57|Ash|9.62|g
C57|Calcium|830|mg
C57|Phosphorus|522|mg
C57|Sodium|1,780|mg
C57|Potassium|326|mg
C57|Iron|4.30|mg
C57|Thiamin|0.06|mg
C57|Riboflavin|0.08|mg
C57|Niacin|1.17|mg
C25|thai_name|ถั่วเน่า, สด|
C25|english_name|Soybean, fermented (Tooa-nao), fresh|
C25|scientific_name|Glycine max|
C25|base_weight|Per 100 g|
C25|Total energy - by calculation|167|kcal
C25|Moisture|61.8|g
C25|Protein, total|17.90|g
C25|Fat, total|6.60|g
C25|Carbohydrate, total|9.10|g
C25|Ash|4.60|g
C25|Calcium|198|mg
C25|Phosphorus|223|mg
C25|Iron|6.10|mg
C25|Thiamin|0.04|mg
C25|Riboflavin|0.45|mg
C25|Niacin|1.57|mg
C24|thai_name|ถั่วเน่า, แห้ง|
C24|english_name|Soybean, fermented (Tooa-nao), dried|
C24|scientific_name|Glycine max|
C24|base_weight|Per 100 g|
C24|Energy, by calculation|443|kcal
C24|Moisture|5.9|g
C24|Protein, total|45.09|g
C24|Fat, total|24.83|g
C24|Carbohydrate, available|0.66|g
C24|Dietary fibre|18.4|g
C24|Ash|5.12|g
C24|Calcium|288|mg
C24|Phosphorus|5|mg
C24|Magnesium|232|mg
C24|Sodium|2|mg
C24|Potassium|1,482|mg
C24|Iron|18.58|mg
C24|Zinc|7.58|mg
C24|Thiamin|0.03|mg
C24|Riboflavin|0.29|mg
C24|Niacin|0.87|mg
C24|Fatty acids, total saturated|3.46|g
C24|Fatty acids, total monounsaturated|5.62|g
C24|Fatty acids, total polyunsaturated|14.01|g
C24|Fatty acids, total omega-3 polyunsaturated|1.72|g
C24|Fatty acids, total omega-6 polyunsaturated|12.29|g
C63|thai_name|ถั่วเหลืองผง, ชนิดไขมันเต็ม|
C63|english_name|Soybean powder, full fat|
C63|scientific_name|Glycine max|
C63|base_weight|Per 100 g|
C63|Energy, by calculation|450|kcal
C63|Moisture|6.5|g
C63|Protein, total|35.82|g
C63|Fat, total|21.50|g
C63|Carbohydrate, available|25.33|g
C63|Dietary fibre|6.0|g
C63|Ash|4.91|g
C63|Calcium|262|mg
C63|Phosphorus|571|mg
C63|Sodium|54|mg
C63|Iron|3.88|mg
C64|thai_name|ถั่วเหลืองผง, ชนิดสกัดไขมันออก|
C64|english_name|Soybean powder, defatted|
C64|scientific_name|Glycine max|
C64|base_weight|Per 100 g|
C64|Energy, by calculation|330|kcal
C64|Moisture|4.5|g
C64|Protein, total|48.87|g
C64|Fat, total|1.10|g
C64|Carbohydrate, available|22.67|g
C64|Dietary fibre|17.0|g
C64|Ash|5.86|g
C64|Calcium|175|mg
C64|Phosphorus|748|mg
C64|Magnesium|236|mg
C64|Sodium|226|mg
C64|Potassium|2,029|mg
C64|Iron|7.00|mg
C64|Copper|0.98|mg
C64|Zinc|3.59|mg
C101|thai_name|แป้งถั่วเขียว|
C101|english_name|Soy protein (Kaset protein), dried|
C101|scientific_name|Vigna radiata|
C101|base_weight|Per 100 g|
C101|Energy, by calculation|357|kcal
C101|Moisture|10.1|g
C101|Protein, total|0.17|g
C101|Fat, total|0.05|g
C101|Carbohydrate, available|88.61|g
C101|Dietary fibre|0.9|g
C101|Ash|0.12|g
C101|Calcium|11|mg
C101|Phosphorus|16|mg
C101|Magnesium|1|mg
C101|Sodium|4|mg
C101|Potassium|1|mg
C101|Iron|0.25|mg
C101|Zinc|0.06|mg
C101|Niacin|0.05|mg
C114|thai_name|โปรตีนเกษตร, แช่น้ำ, ต้ม|
C114|english_name|Soy protein (Kaset protein), soaked and cooked|
C114|scientific_name|Glycine max|
C114|base_weight|Per 100 g|
C114|Energy, by calculation|66|kcal
C114|Moisture|83.5|g
C114|Protein, total|10.22|g
C114|Fat, total|1.76|g
C114|Carbohydrate, available|0.92|g
C114|Dietary fibre|2.9|g
C114|Ash|0.72|g
C114|Calcium|43|mg
C114|Magnesium|34|mg
C114|Potassium|231|mg
C114|Iron|1.37|mg
C114|Zinc|0.78|mg
C114|Thiamin|0.08|mg
C114|Riboflavin|0.01|mg
C114|Niacin|0.20|mg
C97|thai_name|โปรตีนเกษตร, แห้ง|
C97|english_name|Soy protein (Kaset protein), dried|
C97|scientific_name|Glycine max|
C97|base_weight|Per 100 g|
C97|Energy, by calculation|336|kcal
C97|Moisture|4.9|g
C97|Protein, total|50.10|g
C97|Fat, total|3.37|g
C97|Carbohydrate, available|17.28|g
C97|Dietary fibre|18.0|g
C97|Ash|6.33|g
C97|Calcium|220|mg
C97|Zinc|3.69|mg
C40|thai_name|ฟองเต้าหู้, แช่น้ำ|
C40|english_name|Soybean sheet, soaked|
C40|scientific_name|Glycine max|
C40|base_weight|Per 100 g|
C40|Energy, by calculation|120|kcal
C40|Moisture|78.3|g
C40|Protein, total|11.63|g
C40|Fat, total|7.69|g
C40|Carbohydrate, available|0.12|g
C40|Dietary fibre|1.7|g
C40|Ash|0.56|g
C40|Calcium|45|mg
C40|Magnesium|38|mg
C40|Potassium|82|mg
C40|Iron|1.97|mg
C40|Zinc|1.37|mg
C40|Thiamin|0.06|mg
C40|Niacin|7.35|mg
C41|thai_name|ฟองเต้าหู้, แห้ง|
C41|english_name|Soybean sheet, dried|
C41|scientific_name|Glycine max|
C41|base_weight|Per 100 g|
C41|Total energy - by calculation|512|kcal
C41|Moisture|6.6|g
C41|Protein, total|53.85|g
C41|Fat, total|30.30|g
C41|Carbohydrate, total|6.04|g
C41|Ash|3.21|g
C41|Calcium|159|mg
C41|Sodium|92|mg
C41|Potassium|430|mg
C41|Iron|5.67|mg
C41|Thiamin|0.18|mg
C41|Riboflavin|0.09|mg
C41|Niacin|2.43|mg
C132|thai_name|เมล็ดบัว, ดิบ|
C132|english_name|Lotus, seeds, raw|
C132|scientific_name|Prunus dulcis|
C132|base_weight|Per 100 g|
C132|Energy, by calculation|332|kcal
C132|Moisture|10.8|g
C132|Protein, total|19.20|g
C132|Fat, total|2.10|g
C132|Carbohydrate, available|54.10|g
C132|Dietary fibre|10.1|g
C132|Ash|3.70|g
C132|Calcium|122|mg
C132|Phosphorus|626|mg
C132|Iron|4.40|mg
C132|Thiamin|0.18|mg
C132|Riboflavin|0.15|mg
C132|Niacin|1.80|mg
C132|Vitamin C|2|mg
C132|Fatty acids, total saturated|0.51|g
C132|Fatty acids, total monounsaturated|0.22|g
C132|Fatty acids, total polyunsaturated|1.17|g
C132|Fatty acids, total omega-3 polyunsaturated|0.13|g
C132|Fatty acids, total omega-6 polyunsaturated|1.03|g
C133|thai_name|เมล็ดบัว, นึ่ง|
C133|english_name|Lotus, seeds, steamed|
C133|scientific_name|Prunus dulcis|
C133|base_weight|Per 100 g|
C133|Total energy - by calculation|157|kcal
C133|Moisture|59.7|g
C133|Protein, total|10.30|g
C133|Fat, total|0.50|g
C133|Carbohydrate, total|27.90|g
C133|Ash|1.60|g
C133|Calcium|12|mg
C133|Phosphorus|127|mg
C133|Iron|1.80|mg
C133|Niacin|0.40|mg
C124|thai_name|วุ้นเส้น (หลายยี่ห้อ), แช่ 15 นาที ลวก 3 นาที|
C124|english_name|Mungbean noodles,soaked 15 min, blanched 3 min|
C124|scientific_name|Vigna radiata|
C124|base_weight|Per 100 g|
C124|Energy, by calculation|83|kcal
C124|Moisture|78.5|g
C124|Protein, total|0.07|g
C124|Carbohydrate, available|20.15|g
C124|Dietary fibre|1.3|g
C124|Ash|0.02|g
C124|Calcium|1|mg
C124|Phosphorus|10|mg
C124|Magnesium|1|mg
C124|Sodium|2|mg
C124|Potassium|1|mg
C124|Iron|0.14|mg
C124|Zinc|0.03|mg
C77|thai_name|วุ้นเส้น, ถั่วเขียว 100 %, แห้ง|
C77|english_name|Mungbean, noodles, dried|
C77|scientific_name|Vigna radiata|
C77|base_weight|Per 100 g|
C77|Energy, by calculation|355|kcal
C77|Moisture|8.9|g
C77|Protein, total|0.14|g
C77|Fat, total|0.20|g
C77|Carbohydrate, available|85.76|g
C77|Dietary fibre|4.9|g
C77|Ash|0.10|g
C77|Calcium|14|mg
C77|Sodium|7|mg
C77|Iron|0.70|mg
C77|Sugars, total|1.94|g
C78|thai_name|วุ้นเส้นกึ่งสำเร็จรูป, พร้อมเครื่องปรุง, รสต่างๆ|
C78|english_name|Mungbean, noodles, instant, with seasonings, mix flavours|
C78|scientific_name|Vigna radiata|
C78|base_weight|Per 100 g|
C78|Energy, by calculation|341|kcal
C78|Moisture|7.4|g
C78|Protein, total|1.67|g
C78|Fat, total|4.65|g
C78|Carbohydrate, available|72.36|g
C78|Dietary fibre|1.6|g
C78|Ash|12.26|g
C78|Calcium|39|mg
C78|Sodium|3,022|mg
C78|Iron|0.77|mg
C78|Thiamin|0.47|mg
C78|Riboflavin|0.01|mg
C78|Sugars, total|4.89|g
D1|thai_name|กระเจี๊ยบ, ใบ|
D1|english_name|Roselle (Red sorrel), leaves, raw|
D1|scientific_name|Hibiscus sabdariffa|
D1|base_weight|Per 100 g|
D1|Total energy - by calculation|57|kcal
D1|Moisture|85.6|g
D1|Protein, total|1.70|g
D1|Fat, total|0.10|g
D1|Carbohydrate, total|12.37|g
D1|Ash|0.20|g
D1|Calcium|9|mg
D1|Phosphorus|4|mg
D1|b-carotene|797|mcg
D1|Vitamin A; retinol activity equivalent|66|mcg
D1|Thiamin|0.11|mg
D1|Riboflavin|0.24|mg
D1|Niacin|4.50|mg
D1|Vitamin C|44|mg
D2|thai_name|กระเจี๊ยบมอญ, ฝักอ่อน, ดิบ|
D2|english_name|Okra (Lady's finger), young pods, raw|
D2|scientific_name|Abelmoschus esculentus|
D2|base_weight|Per 100 g|
D2|Energy, by calculation|26|kcal
D2|Moisture|91.0|g
D2|Protein, total|1.50|g
D2|Fat, total|0.20|g
D2|Carbohydrate, available|2.50|g
D2|Dietary fibre|4.2|g
D2|Ash|0.60|g
D2|Calcium|11|mg
D2|Phosphorus|2|mg
D2|Iron|0.80|mg
D2|b-carotene|335|mcg
D2|Vitamin A; retinol activity equivalent|28|mcg
D2|Thiamin|0.05|mg
D2|Riboflavin|0.08|mg
D2|Niacin|1.60|mg
D2|Vitamin C|14|mg
D261|thai_name|กระเจี๊ยบมอญ, ฝักอ่อน, ต้ม|
D261|english_name|Okra (Lady's finger), young pods, boiled|
D261|scientific_name|Abelmoschus esculentus|
D261|base_weight|Per 100 g|
D261|Energy, by calculation|17|kcal
D261|Moisture|93.8|g
D261|Protein, total|1.28|g
D261|Fat, total|0.11|g
D261|Carbohydrate, available|1.19|g
D261|Dietary fibre|3.0|g
D261|Ash|0.57|g
D261|Calcium|56|mg
D261|Magnesium|29|mg
D261|Potassium|119|mg
D261|Iron|0.38|mg
D261|Zinc|0.58|mg
D261|b-carotene|310|mcg
D261|Vitamin A; retinol activity equivalent|26|mcg
D261|Thiamin|0.05|mg
D261|Riboflavin|0.02|mg
D261|Niacin|0.31|mg
D261|Sugars, total|1.32|g
D185|thai_name|กระเจียว (ปทุมา), ดอก, ดิบ|
D185|english_name|Siam tulip, flowers, raw|
D185|scientific_name|Curcuma sessilis|
D185|base_weight|Per 100 g|
D185|Total energy - by calculation|34|kcal
D185|Moisture|90.4|g
D185|Protein, total|1.29|g
D185|Fat, total|0.61|g
D185|Carbohydrate, total|5.77|g
D185|Ash|1.90|g
D185|Calcium|43|mg
D185|Phosphorus|36|mg
D185|Sodium|45|mg
D185|Potassium|622|mg
D185|Iron|1.86|mg
D185|b-carotene|52|mcg
D185|Vitamin A; retinol activity equivalent|4|mcg
D185|Thiamin|0.07|mg
D185|Riboflavin|0.30|mg
D185|Niacin|1.10|mg
D186|thai_name|กระโดน (จิก), ดอก|
D186|english_name|Ros Jig Indian Oak, flowers, raw|
D186|scientific_name|Barringtonia acutangula|
D186|base_weight|Per 100 g|
D186|Total energy - by calculation|66|kcal
D186|Moisture|82.6|g
D186|Protein, total|2.30|g
D186|Fat, total|0.19|g
D186|Carbohydrate, total|13.78|g
D186|Ash|1.15|g
D186|b-carotene|404|mcg
D186|Vitamin A; retinol activity equivalent|34|mcg
D4|thai_name|กระถิน, ฝักแก่, ดิบ|
D4|english_name|Horse-tamarind, mature pods, raw|
D4|scientific_name|Leucaena leucocephala|
D4|base_weight|Per 100 g|
D4|Energy, by calculation|93|kcal
D4|Moisture|69.5|g
D4|Protein, total|8.71|g
D4|Fat, total|1.20|g
D4|Carbohydrate, available|5.09|g
D4|Dietary fibre|13.4|g
D4|Ash|2.01|g
D4|Calcium|133|mg
D4|Phosphorus|112|mg
D4|Sodium|22|mg
D4|Potassium|496|mg
D4|Iron|3.19|mg
D4|b-carotene|295|mcg
D4|Vitamin A; retinol activity equivalent|25|mcg
D4|Thiamin|0.75|mg
D4|Riboflavin|0.39|mg
D4|Niacin|2.22|mg
D4|Vitamin C|3|mg
D5|thai_name|กระถิน, ฝักอ่อน, ดิบ|
D5|english_name|Horse-tamarind, young pods, raw|
D5|scientific_name|Leucaena leucocephala|
D5|base_weight|Per 100 g|
D5|Energy, by calculation|53|kcal
D5|Moisture|81.3|g
D5|Protein, total|4.25|g
D5|Fat, total|0.41|g
D5|Carbohydrate, available|3.70|g
D5|Dietary fibre|8.9|g
D5|Ash|1.41|g
D5|Calcium|97|mg
D5|Phosphorus|56|mg
D5|Sodium|29|mg
D5|Potassium|401|mg
D5|Iron|2.73|mg
D5|b-carotene|466|mcg
D5|Vitamin A; retinol activity equivalent|39|mcg
D5|Thiamin|0.32|mg
D5|Riboflavin|0.29|mg
D5|Niacin|0.85|mg
D5|Vitamin C|4|mg
D6|thai_name|กระถิน, เมล็ด, ดิบ|
D6|english_name|Horse-tamarind, seeds, raw|
D6|scientific_name|Leucaena leucocephala|
D6|base_weight|Per 100 g|
D6|Total energy - by calculation|152|kcal
D6|Moisture|61.7|g
D6|Protein, total|11.81|g
D6|Fat, total|1.38|g
D6|Carbohydrate, total|22.99|g
D6|Ash|2.08|g
D6|Calcium|140|mg
D6|Phosphorus|142|mg
D6|Iron|4.27|mg
D6|Copper|0.03|mg
D6|Vitamin C|2|mg
D3|thai_name|กระถิน, ยอดอ่อน, ดิบ|
D3|english_name|Horse-tamarind, tender tips, raw|
D3|scientific_name|Leucaena leucocephala|
D3|base_weight|Per 100 g|
D3|Energy, by calculation|68|kcal
D3|Moisture|79.0|g
D3|Protein, total|9.07|g
D3|Fat, total|0.33|g
D3|Carbohydrate, available|4.16|g
D3|Dietary fibre|6.1|g
D3|Ash|1.33|g
D3|Calcium|129|mg
D3|Phosphorus|114|mg
D3|Magnesium|35|mg
D3|Sodium|33|mg
D3|Potassium|358|mg
D3|Iron|2.99|mg
D3|Zinc|1.30|mg
D3|b-carotene|3,057|mcg
D3|Vitamin A; retinol activity equivalent|255|mcg
D3|Thiamin|0.30|mg
D3|Riboflavin|0.46|mg
D3|Niacin|1.58|mg
D3|Vitamin C|13|mg
D7|thai_name|กระเทียม, ต้น, ดิบ|
D7|english_name|Garlic, leaves and stems, raw|
D7|scientific_name|Allium sativum|
D7|base_weight|Per 100 g|
D7|Energy, by calculation|33|kcal
D7|Moisture|90.0|g
D7|Protein, total|2.73|g
D7|Fat, total|0.80|g
D7|Carbohydrate, available|1.90|g
D7|Dietary fibre|3.8|g
D7|Ash|0.80|g
D7|Calcium|63|mg
D7|Phosphorus|45|mg
D7|Iron|0.60|mg
D7|b-carotene|1,566|mcg
D7|Vitamin A; retinol activity equivalent|131|mcg
D7|Thiamin|0.04|mg
D7|Riboflavin|0.15|mg
D7|Niacin|0.70|mg
D7|Vitamin C|34|mg
D9|thai_name|กะหล่ำดอก, ดิบ|
D9|english_name|Cauliflower, raw|
D9|scientific_name|Brassica oleracea|
D9|base_weight|Per 100 g|
D9|Energy, by calculation|28|kcal
D9|Moisture|91.3|g
D9|Protein, total|2.47|g
D9|Fat, total|0.23|g
D9|Carbohydrate, available|3.06|g
D9|Dietary fibre|2.0|g
D9|Ash|1.00|g
D9|Calcium|18|mg
D9|Phosphorus|47|mg
D9|Magnesium|13|mg
D9|Sodium|45|mg
D9|Potassium|294|mg
D9|Iron|0.77|mg
D9|Copper|0.04|mg
D9|Zinc|0.30|mg
D9|Selenium|0.9|mcg
D9|b-carotene|32|mcg
D9|Vitamin A; retinol activity equivalent|3|mcg
D9|Thiamin|0.13|mg
D9|Riboflavin|0.09|mg
D9|Niacin|0.77|mg
D9|Vitamin C|60|mg
D10|thai_name|กะหล่ำปลี, ดิบ|
D10|english_name|Cabbage, raw|
D10|scientific_name|Brassica capitata|
D10|base_weight|Per 100 g|
D10|Energy, by calculation|24|kcal
D10|Moisture|92.8|g
D10|Protein, total|1.45|g
D10|Fat, total|0.17|g
D10|Carbohydrate, available|3.24|g
D10|Dietary fibre|1.6|g
D10|Ash|0.71|g
D10|Calcium|34|mg
D10|Phosphorus|36|mg
D10|Magnesium|14|mg
D10|Sodium|25|mg
D10|Potassium|236|mg
D10|Iron|0.31|mg
D10|Copper|0.03|mg
D10|Zinc|0.12|mg
D10|Selenium|0.3|mcg
D10|b-carotene|90|mcg
D10|Vitamin A; retinol activity equivalent|8|mcg
D10|Thiamin|0.04|mg
D10|Riboflavin|0.08|mg
D10|Niacin|0.44|mg
D10|Vitamin C|19|mg
D10|Fatty acids, total saturated|0.03|g
D10|Fatty acids, total monounsaturated|0.01|g
D10|Fatty acids, total polyunsaturated|0.08|g
D10|Fatty acids, total omega-3 polyunsaturated|0.05|g
D10|Fatty acids, total omega-6 polyunsaturated|0.03|g
D262|thai_name|กะหล่ำปลีม่วง, ดิบ|
D262|english_name|Cabbage, red, raw|
D262|scientific_name|Brassica capitata|
D262|base_weight|Per 100 g|
D262|Moisture|89.4|g
D262|Dietary fibre|2.6|g
D262|Calcium|46|mg
D262|Phosphorus|33|mg
D262|Magnesium|16|mg
D262|Sodium|22|mg
D262|Potassium|264|mg
D262|Iron|0.13|mg
D262|Copper|0.08|mg
D262|Zinc|0.07|mg
D262|Vitamin C|22|mg
D11|thai_name|กุยช่าย, ขาว, ใบ, ดิบ|
D11|english_name|Chive, Chinese, leaves, white, raw|
D11|scientific_name|Allium tuberosum|
D11|base_weight|Per 100 g|
D11|Total energy - by calculation|28|kcal
D11|Moisture|92.5|g
D11|Protein, total|2.30|g
D11|Fat, total|0.10|g
D11|Carbohydrate, total|4.50|g
D11|Ash|0.60|g
D11|Calcium|25|mg
D11|Phosphorus|16|mg
D11|Iron|0.60|mg
D11|Riboflavin|0.05|mg
D11|Vitamin C|6|mg
D12|thai_name|กุยช่าย, ดอก, ดิบ|
D12|english_name|Chive, Chinese, flowers, raw|
D12|scientific_name|Allium tuberosum|
D12|base_weight|Per 100 g|
D12|Energy, by calculation|34|kcal
D12|Moisture|89.7|g
D12|Protein, total|2.41|g
D12|Fat, total|0.21|g
D12|Carbohydrate, available|4.10|g
D12|Dietary fibre|2.9|g
D12|Ash|0.74|g
D12|Calcium|23|mg
D12|Phosphorus|46|mg
D12|Sodium|11|mg
D12|Potassium|229|mg
D12|Iron|1.23|mg
D12|Copper|0.10|mg
D12|Zinc|0.58|mg
D12|Selenium|0.4|mcg
